Supplier,Email,Full Name,Billing Address,Phone,Deleted,Tax Id,Balance,Last Modified By,Supplier Display Name,Created Date,Last Modified Date
Mololline Shuttle,,Mololline  Shuttle,,,False,,,Samuel Muchemi,Mololline Shuttle,2022-09-28T18:17:58,2022-09-28T18:17:58
Molo River,,,,,False,,,Mary Wangeci,Molo River,2026-07-03T12:27:22,2026-07-03T12:27:22
Monimart polythyne,,Monimart  polythyne,,,False,,,Samuel Muchemi,Monimart polythyne,2022-09-28T18:17:58,2022-09-28T18:17:58
MONLY LIMITED P051705053H,,MONLY LIMITED P051705053H,,,False,,,Mary Wangeci,MONLY LIMITED P051705053H,2023-05-10T12:11:49,2023-05-10T12:11:49
MONROSS HARDWARE LTD P051541738A,,MONROSS HARDWARE LTD P051541738A,,,False,,,Mary Wangeci,MONROSS HARDWARE LTD P051541738A,2023-02-28T12:35:06,2023-02-28T12:35:06
MOONLIGHT STATIONERS,,MOONLIGHT  STATIONERS,,,False,,,Samuel Muchemi,MOONLIGHT STATIONERS,2022-09-28T18:17:58,2022-09-28T18:17:58
MORGAN AUTOSPARES,,MORGAN  AUTOSPARES,,,False,,,Samuel Muchemi,MORGAN AUTOSPARES,2022-09-28T18:17:58,2022-09-28T18:17:58
MORIZO AUTOSPARES & ACCESSORIES,,,,,False,,,Mary Wangeci,MORIZO AUTOSPARES & ACCESSORIES,2023-09-14T12:59:32,2023-09-14T12:59:32
MORNACH INSURANCE CO,,MORNACH INSURANCE CO,,,False,,,Samuel Muchemi,MORNACH INSURANCE CO,2022-09-28T18:17:58,2022-09-28T18:17:58
MOSES LAB EQUIPMENTS,,,,,False,,,Mary Wangeci,MOSES LAB EQUIPMENTS,2023-09-29T15:28:06,2023-09-29T15:28:06
MOSES MUTHEE,,MOSES MUTHEE,,,False,,,Mary Wangeci,MOSES MUTHEE,2022-12-20T10:49:47,2022-12-20T10:49:47
Motbi Ltd P051212077K,,Motbi Ltd P051212077K,,,False,,,Samuel Muchemi,Motbi Ltd P051212077K,2022-09-28T18:17:58,2022-09-28T18:17:58
Motorconsult Garage Ltd P052012852S,,Motorconsult Garage Ltd P052012852S,,,False,,,Samuel Muchemi,Motorconsult Garage Ltd P052012852S,2022-09-28T18:17:58,2022-09-28T18:17:58
Motor Vehicle Auto,,Motor Vehicle Auto,,,False,,,Samuel Muchemi,Motor Vehicle Auto,2022-09-28T18:17:58,2022-09-28T18:17:58
Motor vehicle Auto Garage Service,,Motor vehicle Auto Garage Service,,,False,,,Samuel Muchemi,Motor vehicle Auto Garage Service,2022-09-28T18:17:58,2022-09-28T18:17:58
MOWACH PETROLEUM LTD P051715669W,,,,,False,,,Mary Wangeci,MOWACH PETROLEUM LTD P051715669W,2024-07-30T12:01:03,2024-07-30T12:01:03
MPAMBE FASTENERS & ELECTRICALS,,MPAMBE FASTENERS & ELECTRICALS,,,False,,,Mary Wangeci,MPAMBE FASTENERS & ELECTRICALS,2023-05-16T11:04:45,2023-05-16T11:04:45
Mr Kyalo,,Mr  Kyalo,,0722325256,False,,,Samuel Muchemi,Mr Kyalo,2022-09-28T18:17:58,2022-09-28T18:17:58
Mr.onyango & Njoro carwash,,Mr.onyango & Njoro carwash,,,False,,,Samuel Muchemi,Mr.onyango & Njoro carwash,2022-09-28T18:17:58,2022-09-28T18:17:58
MTN Sacco,,MTN  Sacco,,,False,,,Samuel Muchemi,MTN Sacco,2022-09-28T18:17:58,2022-09-28T18:17:58
Muhindi Mweusi P051401642N,,Muhindi Mweusi P051401642N,,0742764311/711915860,False,,,Samuel Muchemi,Muhindi Mweusi P051401642N,2022-09-28T18:17:58,2022-09-28T18:17:58
Muhsin Express,,Muhsin  Express,,,False,,,Samuel Muchemi,Muhsin Express,2022-09-28T18:17:59,2022-09-28T18:17:59
MultiFixers Energy Ltd P051673507D,,MultiFixers Energy Ltd P051673507D,,,False,,,Samuel Muchemi,MultiFixers Energy Ltd P051673507D,2022-09-28T18:17:59,2022-09-28T18:17:59
MUTHUKU MUNANDI FILLING STATION,,MUTHUKU MUNANDI FILLING STATION,,,False,,,Samuel Muchemi,MUTHUKU MUNANDI FILLING STATION,2022-09-28T18:17:59,2022-09-28T18:17:59
MWACHIA FAB AUTO WORKS,,MWACHIA FAB AUTO WORKS,,,False,,,Mary Wangeci,MWACHIA FAB AUTO WORKS,2025-09-05T09:49:04,2025-09-05T09:49:04
Mwafrika Safari AgenciesP051759382B,,Mwafrika Safari AgenciesP051759382B,,,False,,,Samuel Muchemi,Mwafrika Safari AgenciesP051759382B,2022-09-28T18:17:59,2022-09-28T18:17:59
mwaka glassmart electrical & hardware,,,,,False,,,Mary Wangeci,mwaka glassmart electrical & hardware,2023-08-02T08:09:13,2023-08-02T08:09:13
MWAKIKI INVESTMENT LTD P051568846W,,MWAKIKI INVESTMENT LTD P051568846W,,,False,,,Samuel Muchemi,MWAKIKI INVESTMENT LTD P051568846W,2022-09-28T18:17:59,2022-09-28T18:17:59
MWANGI DRIVER,,,,,False,,,Mary Wangeci,MWANGI DRIVER,2026-05-06T11:24:48,2026-05-06T11:24:48
MWANGI KHE,,MWANGI  KHE,,,False,,,Samuel Muchemi,MWANGI KHE,2022-09-28T18:17:59,2022-09-28T18:17:59
Mwangi Mechanic,,Mwangi  Mechanic,,,False,,,Mary Wangeci,Mwangi Mechanic,2025-12-11T10:31:01,2025-12-11T10:31:01
Mweke-MKU,,Mweke-MKU,,,False,,,Mary Wangeci,Mweke-MKU,2026-03-03T13:07:43,2026-03-03T13:07:43
M.W. Metal Workshop,,M.W. Metal Workshop,,,False,,,Samuel Muchemi,M.W. Metal Workshop,2022-09-28T18:17:56,2022-09-28T18:17:56
MZAE AUTO SPARES,,MZAE AUTO SPARES,,,False,,,Mary Wangeci,MZAE AUTO SPARES,2025-05-07T12:15:03,2025-05-07T12:15:03
MZALENDO   AFRINET,,MZALENDO  AFRINET,,,False,,,Samuel Muchemi,MZALENDO   AFRINET,2022-09-28T18:17:59,2022-09-28T18:17:59
Naekana Sacco,,Naekana  Sacco,,,False,,,Samuel Muchemi,Naekana Sacco,2022-09-28T18:17:59,2022-09-28T18:17:59
NAHASHON OMONDI,,NAHASHON  OMONDI,,,False,,,Samuel Muchemi,NAHASHON OMONDI,2022-09-28T18:17:59,2022-09-28T18:17:59
Nairobi City County,,Nairobi City County,,,False,,,Samuel Muchemi,Nairobi City County,2022-09-28T18:17:59,2022-09-28T18:17:59
Nairobi Sewarage & Water Company,,Nairobi Sewarage & Water Company,,,False,,,Mary Wangeci,Nairobi Sewarage & Water Company,2022-11-07T09:48:42,2022-11-07T09:48:42
Naivas Buruburu,,Naivas  Buruburu,,0722106688,False,,,Samuel Muchemi,Naivas Buruburu,2022-09-28T18:17:59,2022-09-28T18:17:59
NAIVASHA BREEZE HOTEL,,,,,False,,,Mary Wangeci,NAIVASHA BREEZE HOTEL,2023-09-04T15:35:20,2023-09-04T15:35:20
NAIVASHA SERVICE STATION P051679833W,,,,,False,,,Mary Wangeci,NAIVASHA SERVICE STATION P051679833W,2024-01-12T09:23:12,2024-01-12T09:23:12
Naivasha Total Service Station,,Naivasha Total Service Station,,,False,,,Samuel Muchemi,Naivasha Total Service Station,2022-09-28T18:17:59,2022-09-28T18:17:59
Naivasha Total Service Station A003329068C,,Naivasha Total Service Station A003329068C,,,False,,,Mary Wangeci,Naivasha Total Service Station A003329068C,2023-01-13T11:33:25,2023-01-13T11:33:25
Naivas Limited P051123223G,,Naivas Limited P051123223G,,,False,,,Samuel Muchemi,Naivas Limited P051123223G,2022-09-28T18:17:59,2022-09-28T18:17:59
NAKURU COUNTY,,,,,False,,,Mary Wangeci,NAKURU COUNTY,2023-09-05T09:58:47,2023-09-05T09:58:47
NAROMORU TOTAL ENERGIES A004355605N,,,,,False,,,Mary Wangeci,NAROMORU TOTAL ENERGIES A004355605N,2024-12-10T15:56:17,2024-12-10T15:56:17
Neno Courier,,Neno  Courier,,,False,,,Samuel Muchemi,Neno Courier,2022-09-28T18:17:59,2022-09-28T18:17:59
NEW EMBU SERVICE STATION P051139291J,,NEW EMBU SERVICE STATION P051139291J,,,False,,,Mary Wangeci,NEW EMBU SERVICE STATION P051139291J,2023-02-17T11:37:43,2023-02-17T11:37:43
New Gatitu Service Station P000623913K,,New Gatitu Service Station P000623913K,,,False,,,Mary Wangeci,New Gatitu Service Station P000623913K,2022-11-03T08:35:01,2022-11-03T08:35:01
New Kasarani Service Station P051600986L,,New Kasarani Service Station P051600986L,,,False,,,Samuel Muchemi,New Kasarani Service Station P051600986L,2022-09-28T18:17:59,2022-09-28T18:17:59
New Komarock Shell P051508861R,,New Komarock Shell P051508861R,,,False,,,Samuel Muchemi,New Komarock Shell P051508861R,2022-09-28T18:18:00,2022-09-28T18:18:00
New NNUS,,New  NNUS,,,False,,,Samuel Muchemi,New NNUS,2022-09-28T18:18:00,2022-09-28T18:18:00
New rockwell service station P051185760E,,New rockwell service station P051185760E,,,False,,,Samuel Muchemi,New rockwell service station P051185760E,2022-09-28T18:18:00,2022-09-28T18:18:00
New Ruaraka Service station P051237636F,,New Ruaraka Service station P051237636F,,,False,,,Samuel Muchemi,New Ruaraka Service station P051237636F,2022-09-28T18:18:00,2022-09-28T18:18:00
New Sigona Service Station P051566597C,,New Sigona Service Station P051566597C,,,False,,,Mary Wangeci,New Sigona Service Station P051566597C,2022-11-03T12:45:57,2022-11-03T12:45:57
NEW SIGONA SHELL SERVICE STATION,,,,,False,,,Mary Wangeci,NEW SIGONA SHELL SERVICE STATION,2023-09-04T15:32:19,2023-09-04T15:32:19
NEW SIGONA SHELL SERVICE STATION P051566597C,,,,,False,,,Mary Wangeci,NEW SIGONA SHELL SERVICE STATION P051566597C,2023-09-04T15:34:11,2023-09-04T15:34:11
NEWTECH AUTO SPARES,,NEWTECH AUTO SPARES,,,False,,,Mary Wangeci,NEWTECH AUTO SPARES,2025-07-01T09:47:51,2025-07-01T09:47:51
Newtech Electricals Distributors,,Newtech Electricals Distributors,,,False,,,Mary Wangeci,Newtech Electricals Distributors,2023-01-31T15:27:07,2023-01-31T15:27:07
NEWTON  AUTOSPARES LIMITED P052009293K,,,,,False,,,Mary Wangeci,NEWTON  AUTOSPARES LIMITED P052009293K,2024-02-06T11:46:07,2024-02-06T11:46:07
NEW TOTAL EMALIP051238331Z,,NEW TOTAL EMALI,,,False,,,Mary Wangeci,NEW TOTAL EMALIP051238331Z,2025-12-23T14:36:56,2025-12-23T14:36:56
NHIF,,NHIF,,,False,,,Mary Wangeci,NHIF,2022-11-08T12:05:12,2022-11-08T12:05:12
Nice Shell Energy P051159718C,,Nice Shell Energy P051159718C,,,False,,,Mary Wangeci,Nice Shell Energy P051159718C,2022-11-03T11:23:33,2022-11-03T11:23:33
NICE SHELL MILLERS P051159718C,,,,,False,,,Mary Wangeci,NICE SHELL MILLERS P051159718C,2023-09-15T10:43:48,2023-09-15T10:43:48
NICOVERS AUTO SERVICES & SUPPLIES,,,,,False,,,Mary Wangeci,NICOVERS AUTO SERVICES & SUPPLIES,2024-04-03T15:43:56,2024-04-03T15:43:56
NIRMA K LTD,,NIRMA K LTD,,,False,,,Samuel Muchemi,NIRMA K LTD,2022-09-28T18:18:00,2022-09-28T18:18:00
Njembaka .B.M.Hardware,,Njembaka .B.M.Hardware,,,False,,,Mary Wangeci,Njembaka .B.M.Hardware,2022-11-03T10:40:47,2022-11-03T10:40:47
njiru,,njiru,,,False,,,Samuel Muchemi,njiru,2022-09-28T18:18:00,2022-09-28T18:18:00
NJIRU FILLING STATION,,,,,False,,,Mary Wangeci,NJIRU FILLING STATION,2024-03-08T10:25:52,2024-03-08T10:25:52
Njiru Puncture Repair,,Njiru Puncture Repair,,,False,,,Samuel Muchemi,Njiru Puncture Repair,2022-09-28T18:18:00,2022-09-28T18:18:00
Njiru Punture Repair,,Njiru Punture Repair,,,False,,,Samuel Muchemi,Njiru Punture Repair,2022-09-28T18:18:00,2022-09-28T18:18:00
NJIRU SITE,,NJIRU  SITE,,,False,,,Samuel Muchemi,NJIRU SITE,2022-09-28T18:18:00,2022-09-28T18:18:00
NJIRU STEEL CENTRE,,NJIRU STEEL CENTRE,,,False,,,Mary Wangeci,NJIRU STEEL CENTRE,2025-03-10T10:03:52,2025-03-10T10:03:52
NJUGI B.G & COMPANY ADVOCATES,,NJUGI B.G & COMPANY ADVOCATES,,,False,,,Mary Wangeci,NJUGI B.G & COMPANY ADVOCATES,2023-03-31T09:59:23,2023-03-31T09:59:23
NOBLE VETINARY,,NOBLE  VETINARY,,,False,,,Mary Wangeci,NOBLE VETINARY,2025-04-01T11:50:50,2025-04-01T11:50:50
North Rift Shuttle,,North Rift Shuttle,,,False,,,Samuel Muchemi,North Rift Shuttle,2022-09-28T18:18:01,2022-09-28T18:18:01
North View Supermarket,,North View Supermarket,,,False,,,Samuel Muchemi,North View Supermarket,2022-09-28T18:18:01,2022-09-28T18:18:01
NOVIA SOLUTIONS,,NOVIA  SOLUTIONS,,,False,,,Samuel Muchemi,NOVIA SOLUTIONS,2022-09-28T18:18:01,2022-09-28T18:18:01
Novina Ltd Total Kayole P052033793E,,Novina Ltd Total Kayole P052033793E,,,False,,,Samuel Muchemi,Novina Ltd Total Kayole P052033793E,2022-09-28T18:18:01,2022-09-28T18:18:01
NSSF,,NSSF,,,False,,,Mary Wangeci,NSSF,2022-11-07T09:30:18,2026-06-05T14:45:05
NTK Travel Services,,NTK Travel Services,,,False,,,Samuel Muchemi,NTK Travel Services,2022-09-28T18:18:01,2022-09-28T18:18:01
Nyamasaria Service Station,,Nyamasaria Service Station,,,False,,,Samuel Muchemi,Nyamasaria Service Station,2022-09-28T18:18:01,2022-09-28T18:18:01
OCCIDENTALS INSURANCE CO.LTD,,,,,False,,,Mary Wangeci,OCCIDENTALS INSURANCE CO.LTD,2024-02-14T14:17:51,2024-02-14T14:17:51
ODINGA & ODINGA ADVOCATES,,ODINGA & ODINGA ADVOCATES,,,False,,,Mary Wangeci,ODINGA & ODINGA ADVOCATES,2023-06-06T09:41:32,2023-06-06T09:41:32
Ofisaa Electricals,,Ofisaa  Electricals,,,False,,,Samuel Muchemi,Ofisaa Electricals,2022-09-28T18:18:01,2022-09-28T18:18:01
OLA ENERGY LTD,,OLA ENERGY LTD,,,False,,,Samuel Muchemi,OLA ENERGY LTD,2022-09-28T18:18:01,2022-09-28T18:18:01
Ola KImbo Service Station,,Ola KImbo Service Station,,,False,,,Samuel Muchemi,Ola KImbo Service Station,2022-09-28T18:18:01,2022-09-28T18:18:01
OMACCON SPARE PARTS P051349994B,,,,,False,,,Mary Wangeci,OMACCON SPARE PARTS P051349994B,2024-09-03T10:13:05,2024-09-03T10:13:05
Omar Auto SparesP000610938P,,Omar Auto SparesP000610938P,,,False,,,Samuel Muchemi,Omar Auto SparesP000610938P,2022-09-28T18:18:01,2022-09-28T18:18:01
ORIENT EXPRESS SERVICE LTD,,ORIENT EXPRESS SERVICE LTD,,,False,,,Samuel Muchemi,ORIENT EXPRESS SERVICE LTD,2022-09-28T18:18:01,2022-09-28T18:18:01
Osho Chemicals,,Osho  Chemicals,,0724255695,False,,,Samuel Muchemi,Osho Chemicals,2022-09-28T18:18:01,2023-01-13T10:38:50
OSIB OIL LTD P051993433M,,,,,False,,,Mary Wangeci,OSIB OIL LTD P051993433M,2023-09-28T15:35:55,2023-09-28T15:35:55
PALUMA LTD P051139291J,,,,,False,,,Mary Wangeci,PALUMA LTD P051139291J,2023-10-31T07:59:20,2023-10-31T07:59:20
PAMU AUTOSPARES,,PAMU  AUTOSPARES,,,False,,,Samuel Muchemi,PAMU AUTOSPARES,2022-09-28T18:18:02,2022-09-28T18:18:02
PANDA MART GARDEN CITY,,,,,False,,,Mary Wangeci,PANDA MART GARDEN CITY,2024-09-03T10:08:39,2024-09-03T10:08:39
PANJU AGENCIES COMPANY,,PANJU AGENCIES COMPANY,,,False,,,Samuel Muchemi,PANJU AGENCIES COMPANY,2022-09-28T18:18:02,2022-09-28T18:18:02
Panzy Stationers,,Panzy  Stationers,,,False,,,Samuel Muchemi,Panzy Stationers,2022-09-28T18:18:02,2022-09-28T18:18:02
PARAMOUNT AUTOSPARES,,PARAMOUNT  AUTOSPARES,,,False,,,Samuel Muchemi,PARAMOUNT AUTOSPARES,2022-09-28T18:18:02,2022-09-28T18:18:02
PARTNAR COMMUNICATION LTD P051220114A,,,,,False,,,Mary Wangeci,PARTNAR COMMUNICATION LTD P051220114A,2024-10-02T14:05:57,2024-10-02T14:05:57
Pato auto Garage,,Pato auto Garage,,,False,,,Mary Wangeci,Pato auto Garage,2022-11-03T11:19:22,2022-11-03T11:19:22
PATRICK ICIPE,,,,,False,,,Mary Wangeci,PATRICK ICIPE,2023-09-05T08:10:00,2023-09-05T08:10:00
PAUL OKUMU,,,,,False,,,Mary Wangeci,PAUL OKUMU,2023-09-05T08:53:01,2023-09-05T08:53:01
PAYBOX LTD,,PAYBOX LTD,,,False,,,Mary Wangeci,PAYBOX LTD,2023-04-27T15:21:01,2023-04-27T15:21:01
PCPB,,PCPB,,,False,,,Mary Wangeci,PCPB,2023-02-01T10:30:31,2023-02-01T10:30:31
PEMUKA PROPERTIES,,PEMUKA  PROPERTIES,,,False,,,Samuel Muchemi,PEMUKA PROPERTIES,2022-09-28T18:18:02,2022-09-28T18:18:02
PENTAGON CREW LIMITED P052198012S,,,,,False,,,Mary Wangeci,PENTAGON CREW LIMITED P052198012S,2025-02-05T12:24:12,2025-02-05T12:24:12
PETER BELEA,,PETER  BELEA,,,False,,,Mary Wangeci,PETER BELEA,2025-05-07T09:58:14,2025-05-07T09:58:14
PETER -BELEA AGROVET,,PETER -BELEA AGROVET,,,False,,,Mary Wangeci,PETER -BELEA AGROVET,2025-06-05T09:42:26,2025-06-05T09:42:26
PETRON AUTO GARAGE,,PETRON AUTO GARAGE,,,False,,,Samuel Muchemi,PETRON AUTO GARAGE,2022-09-28T18:18:02,2022-09-28T18:18:02
Petsy Retail,,Petsy  Retail,,,False,,,Samuel Muchemi,Petsy Retail,2022-09-28T18:18:02,2022-09-28T18:18:02
PHEROBANK,,,,,False,,,Mary Wangeci,PHEROBANK,2023-12-06T08:40:03,2023-12-06T08:40:03
pipeline service station P051316956M,,,,,False,,,Mary Wangeci,pipeline service station P051316956M,2024-01-12T09:24:44,2024-01-12T09:24:44
PJEA ENTERPRISES,,PJEA ENTERPRISES,,,False,,,Mary Wangeci,PJEA ENTERPRISES,2023-05-03T09:38:49,2023-05-03T09:38:49
Planvet Agrochemicals,,Planvet  Agrochemicals,,,False,,-4250.0,Sheila Maina,Planvet Agrochemicals,2023-02-07T12:21:30,2025-07-23T10:05:49
Plenser Auto Spares,,Plenser Auto Spares,,,False,,,Samuel Muchemi,Plenser Auto Spares,2022-09-28T18:18:02,2022-09-28T18:18:02
PLUG & ELEVATE LTD P051910394M,,,,,False,,,Mary Wangeci,PLUG & ELEVATE LTD P051910394M,2023-09-28T08:39:18,2023-09-28T08:39:18
POLYFLEX INDUSTRIES LIMITED P051115640Q,,,"0733612999/0714222244
LUNGA LUNGA ROAD",,False,,,Mary Wangeci,POLYFLEX INDUSTRIES LIMITED P051115640Q,2024-01-30T08:56:48,2024-01-30T09:00:24
PORT HEALTH SERVICES,,,,,False,,,Mary Wangeci,PORT HEALTH SERVICES,2023-09-05T10:14:43,2023-09-05T10:14:43
posta,,posta,,,False,,,Samuel Muchemi,posta,2022-09-28T18:18:02,2022-09-28T18:18:02
P & R BOOKSHOP,,P & R BOOKSHOP,,,False,,,Samuel Muchemi,P & R BOOKSHOP,2022-09-28T18:18:02,2022-09-28T18:18:02
Premier motor Spares,,Premier motor Spares,,,False,,,Samuel Muchemi,Premier motor Spares,2022-09-28T18:18:02,2022-09-28T18:18:02
PREMIIER HARDWARE STORE,,PREMIIER HARDWARE STORE,,,False,,,Samuel Muchemi,PREMIIER HARDWARE STORE,2022-09-28T18:18:03,2022-09-28T18:18:03
Prestige Vet Care Ltd,,,,,False,,,Mary Wangeci,Prestige Vet Care Ltd,2024-07-29T12:37:06,2024-07-29T12:37:06
PRIPRO COMPANY LIMITED P052012029J,,,,,False,,,Mary Wangeci,PRIPRO COMPANY LIMITED P052012029J,2024-09-03T10:02:26,2024-09-03T10:02:26
PROMISE HARDWARE,,PROMISE HARDWARE,,,False,,,Mary Wangeci,PROMISE HARDWARE,2022-12-19T16:24:25,2022-12-19T16:24:25
Purity.M.muli,,Purity.M.muli,,,False,,,Mary Wangeci,Purity.M.muli,2022-11-07T09:02:21,2022-11-10T14:16:23
Purity Muli agent,,Purity Muli agent,,0729352399,False,,,Samuel Muchemi,Purity Muli agent,2022-09-28T18:18:03,2022-09-28T18:18:03
QUALITY APPLIANCES,,,,,False,,,Mary Wangeci,QUALITY APPLIANCES,2023-09-15T10:39:11,2023-09-15T10:39:11
QUALITY MEAT PACKERS LTD,,QUALITY MEAT PACKERS LTD,,,False,,,Mary Wangeci,QUALITY MEAT PACKERS LTD,2023-04-28T12:13:15,2023-04-28T12:13:15
Quarte Global Holdings Ltd P051966954D,,Quarte Global Holdings Ltd P051966954D,,,False,,,Mary Wangeci,Quarte Global Holdings Ltd P051966954D,2022-11-03T13:05:53,2022-11-03T13:05:53
QUICK CYBER,,,,,False,,,Mary Wangeci,QUICK CYBER,2024-07-01T10:52:25,2024-07-01T10:52:25
Quick Lane Tyre$ Auto,,Quick Lane Tyre$ Auto,,,False,,,Samuel Muchemi,Quick Lane Tyre$ Auto,2022-09-28T18:18:03,2022-09-28T18:18:03
QUICKMART OUTERING,,,,,False,,,Mary Wangeci,QUICKMART OUTERING,2023-09-28T09:31:51,2023-09-28T09:31:51
Quick Mart P051188806D,,Quick Mart P051188806D,,,False,,,Samuel Muchemi,Quick Mart P051188806D,2022-09-28T18:18:03,2022-09-28T18:18:03
QUICKMART P051188806D,,QUICKMART P051188806D,,,False,,,Mary Wangeci,QUICKMART P051188806D,2023-02-17T11:48:27,2023-02-17T11:48:27
QUWA ENERGY COMPANY LTD P051709972B,,,,,False,,,Mary Wangeci,QUWA ENERGY COMPANY LTD P051709972B,2024-01-12T08:52:03,2024-01-12T08:52:03
RAFIKI HARDWARE,,RAFIKI  HARDWARE,,,False,,,Mary Wangeci,RAFIKI HARDWARE,2025-07-01T09:49:43,2025-07-01T09:49:43
Raha Express,,Raha  Express,,,False,,,Samuel Muchemi,Raha Express,2022-09-28T18:18:03,2022-09-28T18:18:03
RAINBOW CHICKEN HOUSE P051437774S,,RAINBOW CHICKEN HOUSE P051437774S,,,False,,,Mary Wangeci,RAINBOW CHICKEN HOUSE P051437774S,2023-05-31T10:30:18,2023-05-31T10:32:45
RAMANI WAREHOUSE LIMITED,,,,,False,,,Mary Wangeci,RAMANI WAREHOUSE LIMITED,2025-02-05T12:13:38,2025-02-05T12:13:38
RAMJI FILLING STATION P051318387R,,RAMJI FILLING STATION P051318387R,,,False,,,Mary Wangeci,RAMJI FILLING STATION P051318387R,2025-08-06T15:14:30,2025-08-06T15:14:30
RAMUKO MOTORCYCLE SPARES,,,,,False,,,Mary Wangeci,RAMUKO MOTORCYCLE SPARES,2023-09-05T08:22:00,2023-09-05T08:22:00
REDWOOD DEVELOPERS LTD P051215728A,,,,,False,,,Mary Wangeci,REDWOOD DEVELOPERS LTD P051215728A,2024-12-10T15:51:34,2024-12-10T15:51:34
REUBEN MURAGE,,REUBEN  MURAGE,,,False,,,Samuel Muchemi,REUBEN MURAGE,2022-09-28T18:18:03,2022-09-28T18:18:03
Revenue Authority,,Revenue  Authority,,,False,,,Samuel Muchemi,Revenue Authority,2022-09-28T18:18:03,2022-09-28T18:18:03
REXOL SERVICE STATION,,REXOL SERVICE STATION,,,False,,,Samuel Muchemi,REXOL SERVICE STATION,2022-09-28T18:18:03,2022-09-28T18:18:03
RICHARD MUNGAI,,,,,False,,,Mary Wangeci,RICHARD MUNGAI,2023-08-22T09:34:33,2023-08-22T09:34:33
Rimuwa Auto Spares,,Rimuwa Auto Spares,,,False,,,Mary Wangeci,Rimuwa Auto Spares,2022-11-03T12:35:25,2022-11-03T12:35:25
RIWA ENGINEERING,,RIWA  ENGINEERING,,,False,,,Samuel Muchemi,RIWA ENGINEERING,2022-09-28T18:18:03,2022-09-28T18:18:03
RM MUGO CO ADVOCATES,,RM MUGO CO ADVOCATES,,,False,,,Mary Wangeci,RM MUGO CO ADVOCATES,2025-09-05T13:02:57,2025-09-05T13:02:57
Roack Waste Management,,Roack Waste Management,,,False,,,Samuel Muchemi,Roack Waste Management,2022-09-28T18:18:03,2022-09-28T18:18:03
ROADLINK EXPRESS LTD P051355737H,,,,,False,,,Mary Wangeci,ROADLINK EXPRESS LTD P051355737H,2024-11-06T09:34:51,2024-11-06T09:34:51
ROAKS SERVICE LIMITED,,,,,False,,,Mary Wangeci,ROAKS SERVICE LIMITED,2023-11-30T14:48:52,2023-11-30T14:48:52
RONGAI SUPERMARKET A001224397U,,RONGAI SUPERMARKET A001224397U,,,False,,,Samuel Muchemi,RONGAI SUPERMARKET A001224397U,2022-09-28T18:18:03,2022-09-28T18:18:03
ROSEBIRD LIMITED P051120928M,,,,,False,,,Mary Wangeci,ROSEBIRD LIMITED P051120928M,2024-05-08T12:34:28,2024-05-08T12:34:28
Rosselot ltd,,Rosselot  ltd,,,False,,,Samuel Muchemi,Rosselot ltd,2022-09-28T18:18:04,2022-09-28T18:18:04
ROWAKI VENTURES,,ROWAKI  VENTURES,,,False,,,Samuel Muchemi,ROWAKI VENTURES,2022-09-28T18:18:04,2022-09-28T18:18:04
ROYAL AUTOMATIVE SUPPLIES LTD,,ROYAL AUTOMATIVE SUPPLIES LTD,,,False,,,Samuel Muchemi,ROYAL AUTOMATIVE SUPPLIES LTD,2022-09-28T18:18:04,2022-09-28T18:18:04
ROYAL METAL WORKS,,,,,False,,,Mary Wangeci,ROYAL METAL WORKS,2023-08-02T10:05:51,2023-08-02T10:05:51
ROYSAMBU SERVICE STATION,,ROYSAMBU SERVICE STATION,,,False,,,Samuel Muchemi,ROYSAMBU SERVICE STATION,2022-09-28T18:18:04,2022-09-28T18:18:04
R & R Plastic Ltd.,,R & R Plastic Ltd.,,"0703441729,",False,,,Samuel Muchemi,R & R Plastic Ltd.,2022-09-28T18:18:03,2022-09-28T18:18:03
RUBIS FEDHA SERVICE STATION,,,,,False,,,Mary Wangeci,RUBIS FEDHA SERVICE STATION,2024-01-12T08:39:43,2024-01-12T08:39:43
RUBIS KIMANA P052089676V,,,,,False,,,Mary Wangeci,RUBIS KIMANA P052089676V,2024-09-02T12:14:24,2024-09-02T12:14:24
RUBIS KUTUS A002328961B,,,,,False,,,Mary Wangeci,RUBIS KUTUS A002328961B,2023-11-16T12:47:55,2023-11-16T12:47:55
RUBIS LIKONI ROAD P051193989Z,,,,,False,,,Mary Wangeci,RUBIS LIKONI ROAD P051193989Z,2023-12-11T09:57:44,2023-12-11T09:57:44
RUIRU HARDWARE SHOP,,RUIRU HARDWARE SHOP,,,False,,,Samuel Muchemi,RUIRU HARDWARE SHOP,2022-09-28T18:18:04,2022-09-28T18:18:04
RUNYENJES TOTAL ENERGIES A003192281L,,,,,False,,,Mary Wangeci,RUNYENJES TOTAL ENERGIES A003192281L,2024-12-10T15:54:29,2024-12-10T15:54:29
Rushab Petroleum P051214658D,,Rushab Petroleum P051214658D,,,False,,,Samuel Muchemi,Rushab Petroleum P051214658D,2022-09-28T18:18:04,2022-09-28T18:18:04
SAFARICOM,,SAFARICOM,,,False,,,Samuel Muchemi,SAFARICOM,2022-09-28T18:18:04,2022-09-28T18:18:04
SAFARIMAX INVESTMENTS LTD P051861990Q,,,,,False,,,Mary Wangeci,SAFARIMAX INVESTMENTS LTD P051861990Q,2023-08-22T14:52:31,2023-08-22T14:52:31
